YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 10 01 00 00  30  5.0 99.0 99.00 99.00 99.00 999 1013.9  28.4  28.8 999.0 99.0 99.00
2005 10 01 01 00  40  6.0 99.0 99.00 99.00 99.00 999 1014.5  28.7  28.8 999.0 99.0 99.00
2005 10 01 02 00 110 12.0 99.0 99.00 99.00 99.00 999 1014.8  25.6  28.7 999.0 99.0 99.00
2005 10 01 04 00  90  7.0 99.0 99.00 99.00 99.00 999 1015.1  27.0  28.6 999.0 99.0 99.00
2005 10 01 05 00 130  7.0 99.0 99.00 99.00 99.00 999 1015.0  27.5  28.6 999.0 99.0 99.00
2005 10 01 06 00 100  7.0 99.0 99.00 99.00 99.00 999 1014.7  27.5  28.6 999.0 99.0 99.00
2005 10 01 07 00 100  8.0 99.0 99.00 99.00 99.00 999 1014.6  27.7  28.6 999.0 99.0 99.00
2005 10 01 08 00 100  8.0 99.0 99.00 99.00 99.00 999 1014.2  27.7  28.5 999.0 99.0 99.00
2005 10 01 09 00 100  8.0 99.0 99.00 99.00 99.00 999 1014.4  27.6  28.5 999.0 99.0 99.00
2005 10 01 10 00 100  8.0 99.0 99.00 99.00 99.00 999 1014.6  27.6  28.5 999.0 99.0 99.00
2005 10 01 11 00  90  7.0 99.0 99.00 99.00 99.00 999 1015.0  27.4  28.5 999.0 99.0 99.00
2005 10 01 12 00  90  8.0 99.0 99.00 99.00 99.00 999 1015.8  27.7  28.5 999.0 99.0 99.00
2005 10 01 13 00  80  8.0 99.0 99.00 99.00 99.00 999 1016.4  27.7  28.5 999.0 99.0 99.00
2005 10 01 14 00  80  9.0 99.0 99.00 99.00 99.00 999 1016.7  27.7  28.5 999.0 99.0 99.00
2005 10 01 15 00  90  8.0 99.0 99.00 99.00 99.00 999 1017.2  27.9  28.5 999.0 99.0 99.00
2005 10 01 16 00  90  7.0 99.0 99.00 99.00 99.00 999 1017.2  28.1  28.6 999.0 99.0 99.00
