YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 01 01 00 00 113  5.4  6.3  2.15  9.09  6.53 999 1022.2  21.0  22.4  17.8 99.0 99.00
2005 01 01 01 00 123  8.5 10.3  2.29  9.09  6.44 999 1022.2  21.7  22.3  18.9 99.0 99.00
2005 01 01 02 00 121  9.6 11.4  2.33  9.09  6.12 999 1022.7  21.5  22.1  19.2 99.0 99.00
2005 01 01 03 00 112 10.3 12.5  2.41  9.09  5.75 999 1022.8  20.8  22.0  18.2 99.0 99.00
2005 01 01 04 00  94  6.1  8.2  2.37  9.09  5.88 999 1023.4  20.7  22.0  18.2 99.0 99.00
2005 01 01 05 00 122  5.4  7.8  2.38  9.09  5.78 999 1023.3  22.0  21.9  17.9 99.0 99.00
2005 01 01 06 00 123  5.1  6.1  2.17  8.33  5.84 999 1022.9  22.4  21.9  18.8 99.0 99.00
2005 01 01 07 00 142  3.2  4.1  2.02  9.09  5.81 999 1022.7  22.3  21.9  19.3 99.0 99.00
2005 01 01 08 00 112  3.0  3.7  1.99  8.33  6.26 999 1022.6  22.3  21.9  20.0 99.0 99.00
2005 01 01 09 00 104  4.6  5.9  1.73  9.09  6.03 999 1022.1  22.0  21.9  19.8 99.0 99.00
2005 01 01 10 00 112  3.5  4.0  1.54  9.09  5.76 999 1022.1  22.1  21.9  20.2 99.0 99.00
2005 01 01 11 00 130  4.1  4.9  1.68  9.09  6.00 999 1021.8  22.3  21.9  20.3 99.0 99.00
2005 01 01 12 00 130  3.8  4.6  1.73  8.33  6.14 999 1022.2  22.3  21.9  20.3 99.0 99.00
2005 01 01 13 00 109  3.5  4.6  1.59  7.69  5.90 999 1022.8  22.3  21.9  20.2 99.0 99.00
2005 01 01 14 00  82  3.5  4.1  1.60  8.33  5.91 999 1023.8  22.3  21.9  20.2 99.0 99.00
2005 01 01 15 00  95  4.1  4.9  1.48  8.33  6.00 999 1024.1  22.6  21.9  19.9 99.0 99.00
2005 01 01 16 00 106  4.1  4.8  1.47  9.09  5.83 999 1024.5  22.7  22.0  19.8 99.0 99.00
2005 01 01 17 00  96  4.2  5.1  1.45  7.69  5.65 999 1024.4  22.7  22.0  19.9 99.0 99.00
2005 01 01 18 00  96  3.9  4.6  1.63  8.33  6.13 999 1023.6  22.6  22.1  20.0 99.0 99.00
2005 01 01 19 00  96  4.5  5.2  1.43  8.33  5.76 999 1022.6  22.6  22.2  20.0 99.0 99.00
2005 01 01 20 00  93  4.3  5.3  1.35  7.14  5.73 999 1022.2  22.6  22.3  20.0 99.0 99.00
2005 01 01 21 00  87  5.4  6.5  1.40  8.33  5.68 999 1021.9  22.6  22.3  20.2 99.0 99.00
2005 01 01 22 00  84  6.1  7.4  1.40  7.69  5.68 999 1021.8  22.6  22.2  20.2 99.0 99.00
2005 01 01 23 00  85  5.8  7.1  1.48  7.69  5.61 999 1022.3  22.5  22.4  20.5 99.0 99.00
