YYYY MM DD hh mm DIR  SPD GDR GSP GTIME
2005 03 10 15 20 195  3.7 999 99.0 9999
2005 03 10 15 30 195  4.2 999 99.0 9999
2005 03 10 15 40 192  3.9 999 99.0 9999
2005 03 10 15 50 187  4.0 999 99.0 9999
2005 03 10 16 00 185  4.1 193  4.9 1525
2005 03 10 16 10 182  4.2 999 99.0 9999
2005 03 10 16 20 177  4.5 999 99.0 9999
2005 03 10 16 30 175  4.9 999 99.0 9999
2005 03 10 16 40 177  5.2 999 99.0 9999
2005 03 10 16 50 176  5.9 999 99.0 9999
2005 03 10 17 00 177  6.0 177  7.1 1658
2005 03 10 17 10 177  6.3 999 99.0 9999
2005 03 10 17 20 177  6.6 999 99.0 9999
2005 03 10 17 30 177  6.9 999 99.0 9999
2005 03 10 17 40 178  7.1 999 99.0 9999
2005 03 10 17 50 178  7.3 999 99.0 9999
2005 03 10 18 00 178  7.4 178  8.4 1752
2005 03 10 18 10 180  7.5 999 99.0 9999
2005 03 10 18 20 178  7.0 999 99.0 9999
2005 03 10 18 30 175  7.1 999 99.0 9999
2005 03 10 18 40 174  7.1 999 99.0 9999
2005 03 10 18 50 172  6.9 999 99.0 9999
2005 03 10 19 00 170  6.8 181  8.4 1801
2005 03 10 19 10 170  6.3 999 99.0 9999
2005 03 10 19 20 167  5.9 999 99.0 9999
2005 03 10 19 30 164  5.6 999 99.0 9999
2005 03 10 19 40 160  5.7 999 99.0 9999
2005 03 10 19 50 157  5.6 999 99.0 9999
2005 03 10 20 00 153  5.7 171  7.3 1902
2005 03 10 20 10 151  5.3 999 99.0 9999
2005 03 10 20 20 149  5.4 999 99.0 9999
2005 03 10 20 30 144  5.5 999 99.0 9999
2005 03 10 20 40 145  5.8 999 99.0 9999
2005 03 10 20 50 144  5.9 999 99.0 9999
2005 03 10 21 00 142  5.8 145  6.6 2040
2005 03 10 21 10 138  5.5 999 99.0 9999
2005 03 10 21 20 135  5.4 999 99.0 9999
2005 03 10 21 30 139  5.8 999 99.0 9999
2005 03 10 21 40 135  5.8 999 99.0 9999
2005 03 10 21 50 130  5.7 999 99.0 9999
2005 03 10 22 00 131  5.9 131  6.9 2158
2005 03 10 22 10 133  6.2 999 99.0 9999
2005 03 10 22 20 133  6.5 999 99.0 9999
2005 03 10 22 30 136  6.9 999 99.0 9999
2005 03 10 22 40 137  6.7 999 99.0 9999
2005 03 10 22 50 132  7.2 999 99.0 9999
2005 03 10 23 00 130  7.0 133  8.3 2245
2005 03 10 23 10 130  7.1 999 99.0 9999
2005 03 10 23 20 130  6.8 999 99.0 9999
2005 03 10 23 30 132  7.1 999 99.0 9999
2005 03 10 23 40 135  7.3 999 99.0 9999
2005 03 10 23 50 137  7.6 999 99.0 9999
2005 03 11 00 00 138  7.7 140  8.9 2350
2005 03 11 00 10 139  7.7 999 99.0 9999
2005 03 11 00 20 139  7.5 999 99.0 9999
2005 03 11 00 30 138  7.5 999 99.0 9999
2005 03 11 00 40 148  7.8 999 99.0 9999
2005 03 11 00 50 150  8.3 999 99.0 9999
2005 03 11 01 00 147  8.2 149  9.5 0048
2005 03 11 01 10 146  7.9 999 99.0 9999
2005 03 11 01 20 147  8.0 999 99.0 9999
2005 03 11 01 30 148  8.4 999 99.0 9999
2005 03 11 01 40 149  8.2 999 99.0 9999
2005 03 11 01 50 150  7.7 999 99.0 9999
2005 03 11 02 00 148  7.2 148  9.6 0129
2005 03 11 02 10 152  7.4 999 99.0 9999
2005 03 11 02 20 154  7.4 999 99.0 9999
2005 03 11 02 30 158  7.4 999 99.0 9999
2005 03 11 02 40 161  7.5 999 99.0 9999
2005 03 11 02 50 163  7.8 999 99.0 9999
2005 03 11 03 00 165  8.0 165  9.3 0259
2005 03 11 03 10 165  8.1 999 99.0 9999
2005 03 11 03 20 165  7.9 999 99.0 9999
2005 03 11 03 30 165  7.6 999 99.0 9999
2005 03 11 03 40 166  7.6 999 99.0 9999
2005 03 11 03 50 166  7.8 999 99.0 9999
2005 03 11 04 00 165  7.9 165  9.4 0306
2005 03 11 04 10 167  7.5 999 99.0 9999
2005 03 11 04 20 168  7.4 999 99.0 9999
2005 03 11 04 30 166  7.6 999 99.0 9999
2005 03 11 04 40 165  7.3 999 99.0 9999
2005 03 11 04 50 166  7.4 999 99.0 9999
2005 03 11 05 00 165  7.2 166  8.7 0405
2005 03 11 05 10 166  7.5 999 99.0 9999
2005 03 11 05 20 165  7.7 999 99.0 9999
2005 03 11 05 30 167  7.9 999 99.0 9999
2005 03 11 05 40 169  8.0 999 99.0 9999
2005 03 11 05 50 170  8.2 999 99.0 9999
2005 03 11 06 00 171  8.1 170  9.9 0545
2005 03 11 06 10 173  8.4 999 99.0 9999
2005 03 11 06 20 174  8.5 999 99.0 9999
2005 03 11 06 30 174  8.3 999 99.0 9999
2005 03 11 06 40 177  8.1 999 99.0 9999
2005 03 11 06 50 179  8.5 999 99.0 9999
2005 03 11 07 00 180  8.3 173 10.2 0610
2005 03 11 07 10 181  8.2 999 99.0 9999
2005 03 11 07 20 182  8.4 999 99.0 9999
2005 03 11 07 30 182  8.2 999 99.0 9999
2005 03 11 07 40 182  7.4 999 99.0 9999
2005 03 11 07 50 184  7.0 999 99.0 9999
2005 03 11 08 00 187  6.8 182  9.5 0717
2005 03 11 08 10 187  6.8 999 99.0 9999
2005 03 11 08 20 188  6.8 999 99.0 9999
2005 03 11 08 30 191  6.3 999 99.0 9999
2005 03 11 08 40 192  6.3 999 99.0 9999
2005 03 11 08 50 194  5.9 999 99.0 9999
2005 03 11 09 00 195  5.4 185  8.0 0810
2005 03 11 09 10 196  5.5 999 99.0 9999
2005 03 11 09 20 195  5.4 999 99.0 9999
2005 03 11 09 30 195  5.3 999 99.0 9999
2005 03 11 09 40 195  4.7 999 99.0 9999
2005 03 11 09 50 196  4.6 999 99.0 9999
2005 03 11 10 00 198  4.4 195  6.5 0912
2005 03 11 10 10 199  4.8 999 99.0 9999
2005 03 11 10 20 199  4.9 999 99.0 9999
2005 03 11 10 30 202  5.2 999 99.0 9999
2005 03 11 10 40 200  5.0 999 99.0 9999
2005 03 11 10 50 199  4.8 999 99.0 9999
2005 03 11 11 00 202  4.9 202  6.2 1028
2005 03 11 11 10 205  4.9 999 99.0 9999
2005 03 11 11 20 213  3.8 999 99.0 9999
2005 03 11 11 30 227  2.7 999 99.0 9999
2005 03 11 11 40 232  2.4 999 99.0 9999
2005 03 11 11 50 228  2.7 999 99.0 9999
2005 03 11 12 00 228  3.2 205  5.7 1103
2005 03 11 12 10 232  3.4 999 99.0 9999
2005 03 11 12 20 235  3.2 999 99.0 9999
2005 03 11 12 30 261  3.6 999 99.0 9999
2005 03 11 12 40 345  7.5 999 99.0 9999
2005 03 11 12 50 347  7.6 999 99.0 9999
2005 03 11 13 00 346  7.8 333 11.0 1232
2005 03 11 13 10 348  6.6 999 99.0 9999
2005 03 11 13 20 346  6.3 999 99.0 9999
2005 03 11 13 30 346  4.9 999 99.0 9999
2005 03 11 13 40 346  4.2 999 99.0 9999
2005 03 11 13 50 345  4.2 999 99.0 9999
2005 03 11 14 00 341  3.6 349  8.9 1306
2005 03 11 14 10 343  3.2 999 99.0 9999
2005 03 11 14 20 348  3.0 999 99.0 9999
2005 03 11 14 30 345  3.0 999 99.0 9999
2005 03 11 14 40 346  3.2 999 99.0 9999
2005 03 11 14 50 349  4.2 999 99.0 9999
2005 03 11 15 00 349  4.9 349  6.9 1459
2005 03 11 15 10 355  5.7 999 99.0 9999
2005 03 11 15 20   5  6.0 999 99.0 9999
2005 03 11 15 30   0  6.8 999 99.0 9999
2005 03 11 15 40 359  6.8 999 99.0 9999
2005 03 11 15 50   2  6.2 999 99.0 9999
2005 03 11 16 00  17  6.1   3  8.7 1524
2005 03 11 16 10  22  5.8 999 99.0 9999
2005 03 11 16 20  26  5.9 999 99.0 9999
2005 03 11 16 30  25  6.3 999 99.0 9999
2005 03 11 16 40  23  6.6 999 99.0 9999
2005 03 11 16 50  22  6.5 999 99.0 9999
2005 03 11 17 00  25  5.9  22  7.6 1646
2005 03 11 17 10  19  7.0 999 99.0 9999
2005 03 11 17 20  25  7.1 999 99.0 9999
2005 03 11 17 30  27  6.5 999 99.0 9999
2005 03 11 17 40  25  6.4 999 99.0 9999
2005 03 11 17 50  24  6.4 999 99.0 9999
2005 03 11 18 00  26  6.6  23  8.3 1714
2005 03 11 18 10  27  6.8 999 99.0 9999
2005 03 11 18 20  26  6.7 999 99.0 9999
2005 03 11 18 30  29  6.2 999 99.0 9999
2005 03 11 18 40  29  6.0 999 99.0 9999
2005 03 11 18 50  29  6.5 999 99.0 9999
2005 03 11 19 00  32  6.6  27  7.9 1804
2005 03 11 19 10  36  6.6 999 99.0 9999
2005 03 11 19 20  34  5.9 999 99.0 9999
2005 03 11 19 30  34  6.1 999 99.0 9999
2005 03 11 19 40  35  6.1 999 99.0 9999
2005 03 11 19 50  32  6.0 999 99.0 9999
2005 03 11 20 00  36  6.1  36  7.3 1900
2005 03 11 20 10  40  5.4 999 99.0 9999
2005 03 11 20 20  38  5.5 999 99.0 9999
2005 03 11 20 30  37  4.7 999 99.0 9999
2005 03 11 20 40  43  4.2 999 99.0 9999
2005 03 11 20 50  46  3.7 999 99.0 9999
2005 03 11 21 00  54  4.2  40  6.4 2009
2005 03 11 21 10  48  3.4 999 99.0 9999
2005 03 11 21 20  46  2.8 999 99.0 9999
2005 03 11 21 30  53  2.9 999 99.0 9999
2005 03 11 21 40  53  3.2 999 99.0 9999
2005 03 11 21 50  61  3.1 999 99.0 9999
2005 03 11 22 00  62  3.3  53  4.1 2100
2005 03 11 22 10  54  2.4 999 99.0 9999
2005 03 11 22 20  66  2.1 999 99.0 9999
2005 03 11 22 30  76  1.6 999 99.0 9999
2005 03 11 22 40  98  1.8 999 99.0 9999
2005 03 11 22 50 110  1.9 999 99.0 9999
2005 03 11 23 00 117  2.1  59  3.4 2200
2005 03 11 23 10 128  2.3 999 99.0 9999
2005 03 11 23 20 134  2.6 999 99.0 9999
2005 03 11 23 30 131  2.8 999 99.0 9999
2005 03 11 23 40 134  2.9 999 99.0 9999
2005 03 11 23 50 125  2.6 999 99.0 9999
2005 03 12 00 00 128  2.8 127  3.3 2359
2005 03 12 00 10 135  3.1 999 99.0 9999
2005 03 12 00 20 133  3.0 999 99.0 9999
2005 03 12 00 30 142  3.2 999 99.0 9999
2005 03 12 00 40 153  3.7 999 99.0 9999
2005 03 12 00 50 156  3.7 999 99.0 9999
2005 03 12 01 00 167  3.7 167  4.2 0057
2005 03 12 01 10 168  4.1 999 99.0 9999
2005 03 12 01 20 174  4.1 999 99.0 9999
2005 03 12 01 30 174  3.9 999 99.0 9999
2005 03 12 01 40 179  4.1 999 99.0 9999
2005 03 12 01 50 183  4.2 999 99.0 9999
2005 03 12 02 00 184  4.8 183  5.5 0158
2005 03 12 02 10 185  4.8 999 99.0 9999
2005 03 12 02 20 185  4.5 999 99.0 9999
2005 03 12 02 30 188  4.7 999 99.0 9999
2005 03 12 02 40 192  4.4 999 99.0 9999
2005 03 12 02 50 190  4.1 999 99.0 9999
2005 03 12 03 00 194  4.0 185  5.5 0209
2005 03 12 03 10 193  3.3 999 99.0 9999
2005 03 12 03 20 193  3.3 999 99.0 9999
2005 03 12 03 30 188  3.7 999 99.0 9999
2005 03 12 03 40 194  3.7 999 99.0 9999
2005 03 12 03 50 190  3.2 999 99.0 9999
2005 03 12 04 00 189  3.3 188  4.3 0328
2005 03 12 04 10 193  3.0 999 99.0 9999
2005 03 12 04 20 193  2.6 999 99.0 9999
2005 03 12 04 30 190  2.6 999 99.0 9999
2005 03 12 04 40 191  2.4 999 99.0 9999
2005 03 12 04 50 193  2.2 999 99.0 9999
2005 03 12 05 00 195  2.1 193  3.4 0400
2005 03 12 05 10 192  1.9 999 99.0 9999
2005 03 12 05 20 202  1.8 999 99.0 9999
2005 03 12 05 30 195  1.8 999 99.0 9999
2005 03 12 05 40 200  2.5 999 99.0 9999
2005 03 12 05 50 205  2.6 999 99.0 9999
2005 03 12 06 00 197  1.6 204  2.9 0544
2005 03 12 06 10 199  1.6 999 99.0 9999
2005 03 12 06 20 201  2.3 999 99.0 9999
2005 03 12 06 30 203  2.9 999 99.0 9999
2005 03 12 06 40 204  3.1 999 99.0 9999
2005 03 12 06 50 204  3.1 999 99.0 9999
2005 03 12 07 00 210  3.0 206  3.9 0650
2005 03 12 07 10 208  2.4 999 99.0 9999
2005 03 12 07 20 207  1.8 999 99.0 9999
2005 03 12 07 30 203  2.1 999 99.0 9999
2005 03 12 07 40 196  2.9 999 99.0 9999
2005 03 12 07 50 196  3.4 999 99.0 9999
2005 03 12 08 00 195  4.3 197  4.8 0752
2005 03 12 08 10 188  4.5 999 99.0 9999
2005 03 12 08 20 191  4.8 999 99.0 9999
2005 03 12 08 30 197  4.8 999 99.0 9999
2005 03 12 08 40 193  5.1 999 99.0 9999
2005 03 12 08 50 189  5.9 999 99.0 9999
2005 03 12 09 00 191  5.7 190  6.5 0842
2005 03 12 09 10 193  5.7 999 99.0 9999
2005 03 12 09 20 193  5.9 999 99.0 9999
2005 03 12 09 30 192  5.9 999 99.0 9999
2005 03 12 09 40 191  5.9 999 99.0 9999
2005 03 12 09 50 193  6.0 999 99.0 9999
2005 03 12 10 00 192  6.1 193  7.1 0914
2005 03 12 10 10 195  5.5 999 99.0 9999
2005 03 12 10 20 196  5.3 999 99.0 9999
2005 03 12 10 30 197  5.5 999 99.0 9999
2005 03 12 10 40 197  5.5 999 99.0 9999
2005 03 12 10 50 193  5.4 999 99.0 9999
2005 03 12 11 00 193  4.8 197  6.5 1029
2005 03 12 11 10 193  4.7 999 99.0 9999
2005 03 12 11 20 188  5.1 999 99.0 9999
2005 03 12 11 30 187  5.0 999 99.0 9999
2005 03 12 11 40 186  5.3 999 99.0 9999
2005 03 12 11 50 183  5.3 999 99.0 9999
2005 03 12 12 00 185  5.3 183  6.2 1142
2005 03 12 12 10 185  5.1 999 99.0 9999
2005 03 12 12 20 187  5.0 999 99.0 9999
2005 03 12 12 30 185  5.2 999 99.0 9999
2005 03 12 12 40 184  5.6 999 99.0 9999
2005 03 12 12 50 182  6.1 999 99.0 9999
2005 03 12 13 00 183  6.7 183  7.6 1256
2005 03 12 13 10 181  6.5 999 99.0 9999
2005 03 12 13 20 184  6.1 999 99.0 9999
2005 03 12 13 30 183  6.6 999 99.0 9999
2005 03 12 13 40 184  7.1 999 99.0 9999
2005 03 12 13 50 184  6.8 999 99.0 9999
2005 03 12 14 00 183  6.6 184  7.9 1337
2005 03 12 14 10 183  6.4 999 99.0 9999
2005 03 12 14 20 184  6.1 999 99.0 9999
2005 03 12 14 30 184  6.3 999 99.0 9999
2005 03 12 14 40 183  5.9 999 99.0 9999
2005 03 12 14 50 184  5.8 999 99.0 9999
2005 03 12 15 00 183  5.1 182  7.6 1400
2005 03 12 15 10 188  5.8 999 99.0 9999
2005 03 12 15 20 195  5.9 999 99.0 9999
2005 03 12 15 30 198  5.9 999 99.0 9999
2005 03 12 15 40 197  6.0 999 99.0 9999
2005 03 12 15 50 196  6.1 999 99.0 9999
2005 03 12 16 00 194  5.8 197  7.2 1521
2005 03 12 16 10 191  5.3 999 99.0 9999
2005 03 12 16 20 185  4.8 999 99.0 9999
2005 03 12 16 30 184  4.4 999 99.0 9999
2005 03 12 16 40 180  4.6 999 99.0 9999
2005 03 12 16 50 175  5.0 999 99.0 9999
2005 03 12 17 00 169  5.1 193  6.1 1602
2005 03 12 17 10 169  5.5 999 99.0 9999
2005 03 12 17 20 170  5.6 999 99.0 9999
2005 03 12 17 30 166  6.2 999 99.0 9999
2005 03 12 17 40 163  6.3 999 99.0 9999
2005 03 12 17 50 156  6.2 999 99.0 9999
2005 03 12 18 00 156  6.3 164  7.4 1724
2005 03 12 18 10 157  6.3 999 99.0 9999
2005 03 12 18 20 160  6.2 999 99.0 9999
2005 03 12 18 30 159  6.3 999 99.0 9999
2005 03 12 18 40 156  7.0 999 99.0 9999
2005 03 12 18 50 155  7.2 999 99.0 9999
2005 03 12 19 00 153  6.6 157  8.1 1840
2005 03 12 19 10 155  6.2 999 99.0 9999
2005 03 12 19 20 151  5.9 999 99.0 9999
2005 03 12 19 30 149  5.8 999 99.0 9999
2005 03 12 19 40 146  5.9 999 99.0 9999
2005 03 12 19 50 146  5.9 999 99.0 9999
2005 03 12 20 00 147  6.2 147  7.8 1959
2005 03 12 20 10 147  6.6 999 99.0 9999
2005 03 12 20 20 152  7.4 999 99.0 9999
2005 03 12 20 30 151  8.1 999 99.0 9999
2005 03 12 20 40 151  8.4 999 99.0 9999
2005 03 12 20 50 150  8.2 999 99.0 9999
2005 03 12 21 00 149  8.0 151  9.6 2035
2005 03 12 21 10 149  8.5 999 99.0 9999
2005 03 12 21 20 149  8.6 999 99.0 9999
2005 03 12 21 30 151  8.7 999 99.0 9999
2005 03 12 21 40 152  8.9 999 99.0 9999
2005 03 12 21 50 152  9.0 999 99.0 9999
2005 03 12 22 00 154  9.3 154 10.9 2159
2005 03 12 22 10 153  9.4 999 99.0 9999
2005 03 12 22 20 152  9.7 999 99.0 9999
2005 03 12 22 30 152  9.3 999 99.0 9999
2005 03 12 22 40 153  9.4 999 99.0 9999
2005 03 12 22 50 153  9.4 999 99.0 9999
2005 03 12 23 00 154  9.5 152 11.0 2213
2005 03 12 23 10 154  9.7 999 99.0 9999
2005 03 12 23 20 154 10.2 999 99.0 9999
2005 03 12 23 30 156 10.3 999 99.0 9999
2005 03 12 23 40 159 10.1 999 99.0 9999
2005 03 12 23 50 158 11.3 999 99.0 9999
2005 03 13 00 00 158 11.2 158 12.8 2359
2005 03 13 00 10 159 11.6 999 99.0 9999
2005 03 13 00 20 158 11.5 999 99.0 9999
2005 03 13 00 30 157 11.2 999 99.0 9999
2005 03 13 00 40 157 11.4 999 99.0 9999
2005 03 13 00 50 157 11.0 999 99.0 9999
2005 03 13 01 00 157 10.9 159 13.6 0005
2005 03 13 01 10 158 11.3 999 99.0 9999
2005 03 13 01 20 159 11.9 999 99.0 9999
2005 03 13 01 30 161 13.1 999 99.0 9999
2005 03 13 01 40 162 13.3 999 99.0 9999
2005 03 13 01 50 162 13.3 999 99.0 9999
2005 03 13 02 00 162 13.5 163 15.6 0155
2005 03 13 02 10 162 13.6 999 99.0 9999
2005 03 13 02 20 161 14.0 999 99.0 9999
2005 03 13 02 30 159 13.9 999 99.0 9999
2005 03 13 02 40 159 13.3 999 99.0 9999
2005 03 13 02 50 161 12.6 999 99.0 9999
2005 03 13 03 00 162 11.9 162 16.5 0207
2005 03 13 03 10 163 11.7 999 99.0 9999
2005 03 13 03 20 164 11.6 999 99.0 9999
2005 03 13 03 30 166 11.6 999 99.0 9999
2005 03 13 03 40 167 11.3 999 99.0 9999
2005 03 13 03 50 167 11.3 999 99.0 9999
2005 03 13 04 00 166 10.9 167 13.7 0347
2005 03 13 04 10 165 10.4 999 99.0 9999
2005 03 13 04 20 167 10.5 999 99.0 9999
2005 03 13 04 30 170 10.8 999 99.0 9999
2005 03 13 04 40 171 10.8 999 99.0 9999
2005 03 13 04 50 172 11.2 999 99.0 9999
2005 03 13 05 00 174 11.2 174 13.5 0454
2005 03 13 05 10 175 11.3 999 99.0 9999
2005 03 13 05 20 176 11.5 999 99.0 9999
2005 03 13 05 30 177 11.4 999 99.0 9999
2005 03 13 05 40 178 11.2 999 99.0 9999
2005 03 13 05 50 178 11.2 999 99.0 9999
2005 03 13 06 00 178 11.0 176 14.1 0519
2005 03 13 06 10 179 10.9 999 99.0 9999
2005 03 13 06 20 181 10.5 999 99.0 9999
2005 03 13 06 30 180 10.7 999 99.0 9999
2005 03 13 06 40 180 10.7 999 99.0 9999
2005 03 13 06 50 179 11.2 999 99.0 9999
2005 03 13 07 00 179 11.1 180 13.1 0641
2005 03 13 07 10 178 10.8 999 99.0 9999
2005 03 13 07 20 177 10.6 999 99.0 9999
2005 03 13 07 30 177 11.0 999 99.0 9999
2005 03 13 07 40 180 11.4 999 99.0 9999
2005 03 13 07 50 180 11.6 999 99.0 9999
2005 03 13 08 00 180 11.8 180 13.7 0757
2005 03 13 08 10 177 11.7 999 99.0 9999
2005 03 13 08 20 178 11.6 999 99.0 9999
2005 03 13 08 30 183 12.0 999 99.0 9999
2005 03 13 08 40 184 11.8 999 99.0 9999
2005 03 13 08 50 183 12.3 999 99.0 9999
2005 03 13 09 00 185 11.9 184 14.0 0842
2005 03 13 09 10 186 11.7 999 99.0 9999
2005 03 13 09 20 188 11.6 999 99.0 9999
2005 03 13 09 30 189 11.5 999 99.0 9999
2005 03 13 09 40 188 11.1 999 99.0 9999
2005 03 13 09 50 188 11.7 999 99.0 9999
2005 03 13 10 00 188 11.2 188 13.7 0947
2005 03 13 10 10 189 11.0 999 99.0 9999
2005 03 13 10 20 189 10.9 999 99.0 9999
2005 03 13 10 30 189 10.8 999 99.0 9999
2005 03 13 10 40 189 10.3 999 99.0 9999
2005 03 13 10 50 191 10.0 999 99.0 9999
2005 03 13 11 00 192 10.2 188 12.9 1025
2005 03 13 11 10 191 10.3 999 99.0 9999
2005 03 13 11 20 190  9.9 999 99.0 9999
2005 03 13 11 30 187  9.1 999 99.0 9999
2005 03 13 11 40 187  8.2 999 99.0 9999
2005 03 13 11 50 188  7.9 999 99.0 9999
2005 03 13 12 00 190  7.6 191 11.8 1100
2005 03 13 12 10 190  7.5 999 99.0 9999
2005 03 13 12 20 187  7.5 999 99.0 9999
2005 03 13 12 30 187  7.2 999 99.0 9999
2005 03 13 12 40 188  7.0 999 99.0 9999
2005 03 13 12 50 185  7.1 999 99.0 9999
2005 03 13 13 00 186  7.1 188  8.5 1219
2005 03 13 13 10 187  7.0 999 99.0 9999
2005 03 13 13 20 188  6.9 999 99.0 9999
2005 03 13 13 30 188  6.6 999 99.0 9999
2005 03 13 13 40 190  6.3 999 99.0 9999
2005 03 13 13 50 188  6.3 999 99.0 9999
2005 03 13 14 00 188  6.1 187  7.9 1307
2005 03 13 14 10 188  6.1 999 99.0 9999
2005 03 13 14 20 188  6.6 999 99.0 9999
2005 03 13 14 30 189  6.8 999 99.0 9999
2005 03 13 14 40 189  6.8 999 99.0 9999
2005 03 13 14 50 188  6.9 999 99.0 9999
2005 03 13 15 00 188  7.2 187  8.2 1456
2005 03 13 15 10 188  7.6 999 99.0 9999
2005 03 13 15 20 187  7.4 999 99.0 9999
2005 03 13 15 30 186  7.6 999 99.0 9999
2005 03 13 15 40 186  7.4 999 99.0 9999
2005 03 13 15 50 181  8.0 999 99.0 9999
2005 03 13 16 00 179  7.9 183  9.0 1543
2005 03 13 16 10 179  7.5 999 99.0 9999
2005 03 13 16 20 179  7.2 999 99.0 9999
2005 03 13 16 30 178  7.6 999 99.0 9999
2005 03 13 16 40 179  7.7 999 99.0 9999
2005 03 13 16 50 179  7.3 999 99.0 9999
2005 03 13 17 00 177  7.3 178  8.7 1622
2005 03 13 17 10 172  7.5 999 99.0 9999
2005 03 13 17 20 175  7.0 999 99.0 9999
2005 03 13 17 30 177  6.6 999 99.0 9999
2005 03 13 17 40 174  6.7 999 99.0 9999
2005 03 13 17 50 174  6.7 999 99.0 9999
2005 03 13 18 00 174  6.7 172  8.5 1705
2005 03 13 18 10 172  6.5 999 99.0 9999
2005 03 13 18 20 172  6.5 999 99.0 9999
2005 03 13 18 30 169  7.1 999 99.0 9999
2005 03 13 18 40 164  7.2 999 99.0 9999
2005 03 13 18 50 160  7.5 999 99.0 9999
2005 03 13 19 00 160  7.8 160  8.9 1859
2005 03 13 19 10 161  8.4 999 99.0 9999
2005 03 13 19 20 162  8.2 999 99.0 9999
2005 03 13 19 30 165  8.1 999 99.0 9999
2005 03 13 19 40 166  7.8 999 99.0 9999
2005 03 13 19 50 166  8.1 999 99.0 9999
2005 03 13 20 00 164  7.8 164  9.5 1926
2005 03 13 20 10 162  7.8 999 99.0 9999
2005 03 13 20 20 160  8.0 999 99.0 9999
2005 03 13 20 30 158  7.5 999 99.0 9999
2005 03 13 20 40 156  7.3 999 99.0 9999
2005 03 13 20 50 157  7.4 999 99.0 9999
2005 03 13 21 00 157  7.3 161  9.0 2010
2005 03 13 21 10 155  6.8 999 99.0 9999
2005 03 13 21 20 155  7.4 999 99.0 9999
2005 03 13 21 30 153  7.2 999 99.0 9999
2005 03 13 21 40 153  6.6 999 99.0 9999
2005 03 13 21 50 152  5.9 999 99.0 9999
2005 03 13 22 00 151  5.9 155  8.5 2118
2005 03 13 22 10 154  6.1 999 99.0 9999
2005 03 13 22 20 154  6.2 999 99.0 9999
2005 03 13 22 30 154  6.7 999 99.0 9999
2005 03 13 22 40 159  6.7 999 99.0 9999
2005 03 13 22 50 165  7.2 999 99.0 9999
2005 03 13 23 00 166  6.6 163  8.1 2245
2005 03 13 23 10 164  6.9 999 99.0 9999
2005 03 13 23 20 164  6.9 999 99.0 9999
2005 03 13 23 30 168  6.5 999 99.0 9999
2005 03 13 23 40 170  6.5 999 99.0 9999
2005 03 13 23 50 167  5.9 999 99.0 9999
2005 03 14 00 00 173  6.3 165  7.9 2303
2005 03 14 00 10 173  6.5 999 99.0 9999
2005 03 14 00 20 174  6.4 999 99.0 9999
2005 03 14 00 30 176  6.0 999 99.0 9999
2005 03 14 00 40 176  4.8 999 99.0 9999
2005 03 14 00 50 176  4.7 999 99.0 9999
2005 03 14 01 00 177  5.1 173  7.5 0009
2005 03 14 01 10 172  5.0 999 99.0 9999
2005 03 14 01 20 172  5.0 999 99.0 9999
2005 03 14 01 30 172  5.1 999 99.0 9999
2005 03 14 01 40 174  5.1 999 99.0 9999
2005 03 14 01 50 174  4.6 999 99.0 9999
2005 03 14 02 00 172  4.0 172  5.9 0128
2005 03 14 02 10 194  5.0 999 99.0 9999
2005 03 14 02 20 259  3.5 999 99.0 9999
2005 03 14 02 30 309  3.4 999 99.0 9999
2005 03 14 02 40 337  2.7 999 99.0 9999
2005 03 14 02 50 345  1.6 999 99.0 9999
2005 03 14 03 00 341  2.7 186 15.2 0209
2005 03 14 03 10   1  4.0 999 99.0 9999
2005 03 14 03 20   7  5.7 999 99.0 9999
2005 03 14 03 30   0  8.2 999 99.0 9999
2005 03 14 03 40   4 10.9 999 99.0 9999
2005 03 14 03 50   8 10.2 999 99.0 9999
2005 03 14 04 00  11 10.8   3 13.8 0336
2005 03 14 04 10  11 11.0 999 99.0 9999
2005 03 14 04 20   8 11.3 999 99.0 9999
2005 03 14 04 30   9 11.3 999 99.0 9999
2005 03 14 04 40   9 10.9 999 99.0 9999
2005 03 14 04 50   7 11.3 999 99.0 9999
2005 03 14 05 00   7 11.1   9 13.8 0421
2005 03 14 05 10   6 11.0 999 99.0 9999
2005 03 14 05 20   5  9.8 999 99.0 9999
2005 03 14 05 30   7 10.1 999 99.0 9999
2005 03 14 05 40   7  9.7 999 99.0 9999
2005 03 14 05 50   7 10.0 999 99.0 9999
2005 03 14 06 00   9  9.4   6 13.0 0508
2005 03 14 06 10  11  9.1 999 99.0 9999
2005 03 14 06 20  12  9.6 999 99.0 9999
2005 03 14 06 30  12 10.5 999 99.0 9999
2005 03 14 06 40   9  9.7 999 99.0 9999
2005 03 14 06 50   7 10.6 999 99.0 9999
2005 03 14 07 00   7  9.7  11 12.5 0628
2005 03 14 07 10  12  9.4 999 99.0 9999
2005 03 14 07 20  15  8.9 999 99.0 9999
2005 03 14 07 30  14  8.2 999 99.0 9999
2005 03 14 07 40  13  7.9 999 99.0 9999
2005 03 14 07 50  10  8.0 999 99.0 9999
2005 03 14 08 00  10  8.5  15 11.2 0710
2005 03 14 08 10  12  9.0 999 99.0 9999
2005 03 14 08 20  11  9.8 999 99.0 9999
2005 03 14 08 30   9 10.3 999 99.0 9999
2005 03 14 08 40  11  9.9 999 99.0 9999
