YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 05 10 22 00 125 12.7 14.3  2.30  2.15  2.49 149 1011.1 999.0  25.6 999.0 99.0 99.00
2005 05 10 23 00 122 12.8 13.9  2.31  2.25  2.60 150 1011.0 999.0  25.9 999.0 99.0 99.00
2005 05 11 00 00 118 12.9 14.5  2.67  2.15  2.56 150 1010.8 999.0  25.8 999.0 99.0 99.00
2005 05 11 01 00 118 13.7 15.8  2.27  2.35  2.56 148 1010.8 999.0  25.8 999.0 99.0 99.00
2005 05 11 02 00 118 13.0 14.6  2.55  2.35  2.58 152 1011.2 999.0  25.8 999.0 99.0 99.00
2005 05 11 03 00 120 14.0 15.3  2.44  2.35  2.61 147 1011.4 999.0  25.8 999.0 99.0 99.00
2005 05 11 04 00 118 13.7 15.2  2.71  2.47  2.60 329 1011.7 999.0  26.1 999.0 99.0 99.00
2005 05 11 05 00 119 14.0 15.6  2.73  2.35  2.59 145 1012.0 999.0  26.3 999.0 99.0 99.00
2005 05 11 06 00 122 13.5 15.0  2.89  2.60  2.53 324 1011.6 999.0  26.1 999.0 99.0 99.00
2005 05 11 07 00 123 13.1 14.8  2.68  2.35  2.56 151 1011.4 999.0  25.9 999.0 99.0 99.00
2005 05 11 08 00 117 13.5 15.3  2.62  2.60  2.68 325 1011.2 999.0  25.9 999.0 99.0 99.00
2005 05 11 09 00 115 13.4 15.6  2.52  2.15  2.64 149 1010.7 999.0  26.0 999.0 99.0 99.00
2005 05 11 10 00 115 14.5 16.3  2.55  2.47  2.72 326 1010.5 999.0  26.0 999.0 99.0 99.00
2005 05 11 11 00 116 14.3 16.3  2.73  2.47  2.74 322 1010.6 999.0  25.9 999.0 99.0 99.00
2005 05 11 12 00 119 12.0 13.6  2.81  2.47  2.82 329 1010.9 999.0  25.8 999.0 99.0 99.00
2005 05 11 13 00 113 12.5 13.9  2.66  5.00  2.87 287 1011.1 999.0  25.9 999.0 99.0 99.00
2005 05 11 14 00 114 11.5 12.9  2.70  5.88  2.88 232 1011.3 999.0  25.9 999.0 99.0 99.00
2005 05 11 15 00 116 11.2 12.6  2.68  5.26  2.94 299 1011.4 999.0  25.8 999.0 99.0 99.00
2005 05 11 16 00 114 11.6 13.0  2.43  5.00  2.84 295 1011.3 999.0  25.9 999.0 99.0 99.00
2005 05 11 17 00 105  5.9  6.9  1.33  7.69  6.03 262 1011.4 999.0  26.0 999.0 99.0 99.00
2005 05 11 18 00 115  6.8  8.1  1.47  7.14  5.79 266 1011.1 999.0  26.0 999.0 99.0 99.00
2005 05 11 19 00 187  1.3  7.3 99.00 99.00 99.00 360 1011.0 999.0  26.0 999.0 99.0 99.00
2005 05 11 20 00 111  5.7  6.7  1.38  6.67  5.44 266 1010.7 999.0  26.1 999.0 99.0 99.00
2005 05 11 21 00  98  5.8  6.6  1.57  5.88  3.97 272 1010.3 999.0  26.2 999.0 99.0 99.00
2005 05 11 22 00  96  6.4  7.3  1.03  5.88  4.66  85 1009.8 999.0  26.2 999.0 99.0 99.00
2005 05 11 23 00 102  6.6  7.7  1.22  6.25  5.19  92 1009.8 999.0  26.2 999.0 99.0 99.00
2005 05 12 00 00  96  7.2  8.4  1.03  6.25  4.78  87 1010.0 999.0  26.2 999.0 99.0 99.00
2005 05 12 01 00  95  8.5  9.6  1.09  6.25  4.63  79 1010.3 999.0  26.1 999.0 99.0 99.00
2005 05 12 02 00  83  8.5 10.1  1.13  6.25  4.78  84 1010.9 999.0  26.1 999.0 99.0 99.00
2005 05 12 03 00  84  8.8 10.6  1.13  6.25  4.44  85 1011.8 999.0  26.0 999.0 99.0 99.00
2005 05 12 04 00  77  9.9 11.2  1.20  4.35  3.96  82 1012.4 999.0  26.0 999.0 99.0 99.00
2005 05 12 05 00  85 11.0 13.2  1.29  6.25  4.35  73 1012.6 999.0  26.0 999.0 99.0 99.00
2005 05 12 06 00  89 11.7 13.9  1.48  4.76  4.15  87 1012.5 999.0  26.0 999.0 99.0 99.00
2005 05 12 07 00  88 11.0 12.8  1.76  5.56  4.47  81 1012.3 999.0  26.0 999.0 99.0 99.00
2005 05 12 08 00  93 10.9 13.1  1.86  5.88  4.42  86 1012.1 999.0  25.9 999.0 99.0 99.00
2005 05 12 09 00  93 10.0 12.7  1.76  5.88  4.30  94 1011.8 999.0  25.9 999.0 99.0 99.00
2005 05 12 10 00  83  9.0 10.6  1.83  6.67  4.62  77 1011.8 999.0  25.9 999.0 99.0 99.00
2005 05 12 11 00  86  9.4 11.0  1.69  6.25  4.44  75 1011.7 999.0  25.9 999.0 99.0 99.00
2005 05 12 12 00  91 10.8 13.0  1.89  7.14  4.70  82 1011.7 999.0  25.9 999.0 99.0 99.00
2005 05 12 13 00  94 10.5 12.2  2.01  7.14  4.82  86 1012.4 999.0  25.9 999.0 99.0 99.00
2005 05 12 14 00  97  9.7 11.9  1.96  7.14  4.78  86 1013.1 999.0  25.9 999.0 99.0 99.00
2005 05 12 15 00 107  9.7 11.1  1.88  7.14  4.75  86 1013.4 999.0  25.9 999.0 99.0 99.00
2005 05 12 16 00 112  9.5 11.4  1.84  7.14  4.84  81 1013.4  26.3  25.9  24.2 99.0 99.00
2005 05 12 17 00 117  8.3  9.7  1.84  7.14  4.89  81 1013.7  26.3  26.0  24.5 99.0 99.00
2005 05 12 18 00 114  7.4  8.5  1.75  7.14  4.88  89 1013.6  26.3  26.0  24.4 99.0 99.00
2005 05 12 19 00 107  6.5  7.6  1.60  7.14  4.97  90 1013.3  26.3  26.2  24.4 99.0 99.00
2005 05 12 20 00 100  6.9  7.8  1.50  7.14  4.96  79 1012.8  26.3  26.2  24.4 99.0 99.00
2005 05 12 21 00 104  7.4  8.6  1.55  7.14  5.04  87 1012.3  26.3  26.3  24.3 99.0 99.00
2005 05 12 22 00  98  7.7  9.1  1.46  7.14  4.94  85 1011.9  26.3  26.3  24.4 99.0 99.00
2005 05 12 23 00  93  8.8 10.6  1.39  7.14  4.89  82 1011.7  26.2  26.2  24.0 99.0 99.00
2005 05 13 00 00  94  9.1 10.9  1.39  7.14  4.97  83 1011.6  26.1  26.1  23.9 99.0 99.00
2005 05 13 01 00  90  9.9 11.2  1.52  7.14  4.96  83 1012.0  26.0  26.1  23.5 99.0 99.00
2005 05 13 02 00  91  9.9 11.1  1.45  7.14  4.97  86 1012.4  25.9  26.0  23.4 99.0 99.00
2005 05 13 03 00  90  9.4 10.8  1.54  7.14  5.04  83 1013.2  25.8  26.0  23.3 99.0 99.00
2005 05 13 04 00  90  8.8 10.0  1.51  6.67  5.07  85 1014.1  25.8  26.0  23.1 99.0 99.00
2005 05 13 05 00  93  8.9 10.7  1.54  7.14  5.12  89 1014.4  25.8  26.0  22.8 99.0 99.00
2005 05 13 06 00  89  8.3  9.5  1.54  6.67  4.96  86 1014.0  25.6  26.0  23.0 99.0 99.00
2005 05 13 07 00  96  8.9 10.4  1.49  7.14  5.20  80 1013.5  25.6  26.0  22.9 99.0 99.00
2005 05 13 08 00  97  9.3 11.1  1.52  6.67  5.21  83 1012.9  25.6  26.0  22.5 99.0 99.00
2005 05 13 09 00 104  9.9 11.6  1.98  7.14  5.49  89 1012.3  25.6  25.9  22.3 99.0 99.00
2005 05 13 10 00 106  9.3 11.1  1.80  7.14  5.35  83 1012.3  25.5  25.9  22.4 99.0 99.00
