date_time,WDIR,WSPD,BAR,ATMP,WTMP,latitude,longitude
2005-08-29 00:00:00,260.0,23.6,985.3,28.9,29.5,25.942,89.657
2005-08-29 01:00:00,255.0,22.3,987.6,28.8,29.5,25.942,89.657
2005-08-29 02:00:00,258.0,19.5,989.5,29.3,29.6,25.942,89.657
2005-08-29 03:00:00,251.0,17.3,991.3,29.2,29.7,25.942,89.657
2005-08-29 04:00:00,248.0,16.1,992.5,29.3,29.7,25.942,89.657
2005-08-29 05:00:00,246.0,15.2,993.7,29.3,29.7,25.942,89.657
2005-08-29 06:00:00,237.0,14.1,994.5,28.9,29.6,25.942,89.657
2005-08-29 07:00:00,232.0,15.2,995.7,29.6,29.6,25.942,89.657
2005-08-29 08:00:00,227.0,16.0,996.6,29.7,29.5,25.942,89.657
2005-08-29 09:00:00,222.0,15.7,996.8,29.4,29.5,25.942,89.657
2005-08-29 10:00:00,222.0,15.5,997.9,29.5,29.4,25.942,89.657
2005-08-29 11:00:00,220.0,15.9,998.6,29.5,29.3,25.942,89.657
2005-08-29 12:00:00,225.0,14.8,999.6,29.5,29.3,25.942,89.657
2005-08-29 13:00:00,224.0,13.8,1001.1,29.5,29.5,25.942,89.657
2005-08-29 14:00:00,226.0,12.8,1002.3,29.7,29.5,25.942,89.657
2005-08-29 15:00:00,222.0,12.8,1002.6,29.5,29.5,25.942,89.657
2005-08-29 16:00:00,235.0,11.7,1003.3,29.7,29.5,25.942,89.657
2005-08-29 17:00:00,240.0,13.2,1004.1,29.5,29.5,25.942,89.657
2005-08-29 18:00:00,242.0,10.0,1004.1,29.2,29.5,25.942,89.657
2005-08-29 19:00:00,240.0,9.3,1004.0,29.3,29.5,25.942,89.657
2005-08-29 20:00:00,250.0,9.3,1004.2,29.7,29.5,25.942,89.657
2005-08-29 22:00:00,230.0,7.2,1003.6,29.4,29.5,25.942,89.657
2005-08-29 23:00:00,218.0,8.0,1003.1,29.2,29.5,25.942,89.657
2005-08-29 00:00:00,344.0,9.8,1002.3,30.4,30.6,26.055,93.646
2005-08-29 01:00:00,343.0,8.5,1002.4,30.3,30.6,26.055,93.646
2005-08-29 02:00:00,357.0,9.4,1002.6,30.2,30.5,26.055,93.646
2005-08-29 03:00:00,349.0,8.1,1002.9,30.4,30.5,26.055,93.646
2005-08-29 04:00:00,337.0,7.5,1003.2,30.5,30.5,26.055,93.646
2005-08-29 05:00:00,321.0,8.0,1003.2,30.1,30.5,26.055,93.646
2005-08-29 06:00:00,323.0,7.6,1003.0,30.0,30.5,26.055,93.646
2005-08-29 07:00:00,313.0,7.0,1003.2,30.0,30.5,26.055,93.646
2005-08-29 08:00:00,298.0,6.8,1003.2,29.8,30.5,26.055,93.646
2005-08-29 09:00:00,287.0,6.1,1003.2,29.8,30.5,26.055,93.646
2005-08-29 10:00:00,274.0,7.6,1003.0,29.8,30.5,26.055,93.646
2005-08-29 11:00:00,280.0,7.6,1003.4,29.9,30.5,26.055,93.646
2005-08-29 12:00:00,274.0,8.3,1004.0,29.9,30.5,26.055,93.646
2005-08-29 13:00:00,274.0,7.6,1004.6,29.9,30.5,26.055,93.646
2005-08-29 14:00:00,278.0,7.5,1004.8,30.1,30.6,26.055,93.646
2005-08-29 15:00:00,271.0,8.3,1005.4,30.2,30.6,26.055,93.646
2005-08-29 16:00:00,270.0,7.9,1005.7,30.2,30.7,26.055,93.646
2005-08-29 17:00:00,279.0,8.1,1006.0,30.3,30.8,26.055,93.646
2005-08-29 18:00:00,284.0,7.5,1006.2,30.4,30.8,26.055,93.646
2005-08-29 19:00:00,290.0,7.4,1005.8,30.4,30.9,26.055,93.646
2005-08-29 20:00:00,288.0,6.9,1005.4,30.5,30.9,26.055,93.646
2005-08-29 21:00:00,283.0,6.9,1004.9,30.5,30.8,26.055,93.646
2005-08-29 22:00:00,281.0,5.3,1004.9,30.5,30.9,26.055,93.646
2005-08-29 23:00:00,265.0,4.0,1005.0,30.7,30.8,26.055,93.646
2005-08-29 00:00:00,86.0,14.6,1000.3,28.9,30.5,30.090,88.769
2005-08-29 01:00:00,78.0,15.8,1000.3,28.4,30.5,30.090,88.769
2005-08-29 02:00:00,73.0,16.1,999.9,28.9,30.0,30.090,88.769
2005-08-29 03:00:00,74.0,17.5,999.1,28.8,30.0,30.090,88.769
2005-08-29 04:00:00,75.0,16.1,997.6,28.1,30.0,30.090,88.769
2005-08-29 05:00:00,91.0,16.8,996.2,28.2,30.0,30.090,88.769
2005-08-29 00:00:00,360.0,6.2,1001.8,30.7,30.6,27.910,95.345
2005-08-29 01:00:00,354.0,5.9,1002.1,30.6,30.5,27.910,95.345
2005-08-29 02:00:00,354.0,7.5,1002.2,30.8,30.5,27.910,95.345
2005-08-29 03:00:00,2.0,7.9,1002.2,30.8,30.5,27.910,95.345
2005-08-29 04:00:00,354.0,7.4,1001.8,30.8,30.5,27.910,95.345
2005-08-29 05:00:00,348.0,7.7,1001.7,30.7,30.5,27.910,95.345
2005-08-29 06:00:00,344.0,7.3,1001.9,30.8,30.5,27.910,95.345
2005-08-29 07:00:00,341.0,8.0,1001.7,30.6,30.5,27.910,95.345
2005-08-29 08:00:00,340.0,8.1,1001.4,30.5,30.5,27.910,95.345
2005-08-29 09:00:00,346.0,8.8,1001.1,30.0,30.5,27.910,95.345
2005-08-29 10:00:00,343.0,7.8,1000.9,29.8,30.5,27.910,95.345
2005-08-29 11:00:00,342.0,7.6,1001.3,29.6,30.5,27.910,95.345
2005-08-29 12:00:00,325.0,7.0,1001.5,29.2,30.5,27.910,95.345
2005-08-29 13:00:00,342.0,6.5,1002.3,29.0,30.5,27.910,95.345
