date_time,WDIR,WSPD,BAR,ATMP,WTMP,latitude,longitude
2005-08-28 00:00:00,119.0,2.0,1007.9,26.9,28.6,24.711,81.107
2005-08-28 01:00:00,128.0,0.7,1008.2,28.2,28.6,24.711,81.107
2005-08-28 02:00:00,143.0,0.3,1009.1,27.2,28.6,24.711,81.107
2005-08-28 03:00:00,106.0,1.9,1009.0,26.5,28.6,24.711,81.107
2005-08-28 04:00:00,143.0,0.2,1008.6,28.4,28.6,24.711,81.107
2005-08-28 05:00:00,147.0,1.1,1008.4,28.6,28.5,24.711,81.107
2005-08-28 06:00:00,152.0,1.8,1008.1,28.8,28.5,24.711,81.107
2005-08-28 07:00:00,145.0,1.3,1007.7,28.7,28.5,24.711,81.107
2005-08-28 08:00:00,149.0,2.4,1006.8,28.5,28.4,24.711,81.107
2005-08-28 09:00:00,148.0,2.6,1006.4,28.4,28.3,24.711,81.107
2005-08-28 10:00:00,145.0,1.2,1006.6,28.4,28.3,24.711,81.107
2005-08-28 11:00:00,154.0,2.4,1007.2,28.4,28.2,24.711,81.107
2005-08-28 13:00:00,155.0,1.4,1009.2,30.3,28.2,24.711,81.107
2005-08-28 14:00:00,154.0,2.4,1009.6,30.9,28.2,24.711,81.107
2005-08-28 16:00:00,148.0,1.6,1009.8,31.2,28.2,24.711,81.107
2005-08-28 17:00:00,130.0,1.7,1009.8,30.9,28.3,24.711,81.107
2005-08-28 18:00:00,141.0,0.5,1009.8,31.2,28.4,24.711,81.107
2005-08-28 20:00:00,144.0,0.8,1008.9,30.8,29.0,24.711,81.107
2005-08-28 21:00:00,121.0,1.2,1008.9,30.6,29.2,24.711,81.107
2005-08-28 22:00:00,140.0,0.1,1008.8,27.1,29.5,24.711,81.107
2005-08-28 23:00:00,136.0,0.7,1009.0,28.4,29.6,24.711,81.107
2005-08-28 00:00:00,136.0,8.9,1008.4,28.6,29.5,24.628,81.109
2005-08-28 01:00:00,140.0,9.0,1009.0,29.1,29.5,24.628,81.109
2005-08-28 02:00:00,182.0,10.7,1010.2,25.7,29.5,24.628,81.109
2005-08-28 03:00:00,157.0,11.7,1009.3,28.9,29.4,24.628,81.109
2005-08-28 04:00:00,152.0,12.4,1009.3,29.4,29.4,24.628,81.109
2005-08-28 05:00:00,155.0,11.9,1009.0,29.3,29.5,24.628,81.109
2005-08-28 06:00:00,158.0,12.5,1008.7,29.3,29.4,24.628,81.109
2005-08-28 07:00:00,160.0,12.3,1008.3,29.1,29.4,24.628,81.109
2005-08-28 08:00:00,161.0,12.6,1007.5,28.9,29.4,24.628,81.109
2005-08-28 09:00:00,152.0,12.1,1007.1,28.9,29.4,24.628,81.109
2005-08-28 10:00:00,155.0,13.1,1007.1,28.9,29.4,24.628,81.109
2005-08-28 11:00:00,158.0,13.6,1007.8,28.8,29.4,24.628,81.109
2005-08-28 12:00:00,163.0,12.3,1008.9,29.0,29.4,24.628,81.109
2005-08-28 13:00:00,165.0,11.8,1009.8,29.0,29.4,24.628,81.109
2005-08-28 14:00:00,168.0,11.6,1010.2,29.2,29.4,24.628,81.109
2005-08-28 15:00:00,163.0,11.1,1010.6,29.4,29.4,24.628,81.109
2005-08-28 16:00:00,152.0,8.6,1010.6,29.5,29.5,24.628,81.109
2005-08-28 17:00:00,147.0,8.1,1010.5,29.5,29.5,24.628,81.109
2005-08-28 18:00:00,152.0,8.4,1010.6,29.7,29.6,24.628,81.109
2005-08-28 19:00:00,148.0,6.6,1010.2,29.9,29.7,24.628,81.109
2005-08-28 20:00:00,124.0,5.0,1009.7,30.0,29.7,24.628,81.109
2005-08-28 21:00:00,160.0,11.8,1009.8,28.2,29.7,24.628,81.109
2005-08-28 22:00:00,115.0,3.6,1009.6,27.9,29.5,24.628,81.109
