date_time,WDIR,WSPD,BAR,ATMP,WTMP,latitude,longitude
2005-08-26 00:00:00,268.0,8.9,1006.3,28.4,31.4,24.711,81.107
2005-08-26 01:00:00,278.0,9.8,1005.6,28.0,31.3,24.711,81.107
2005-08-26 02:00:00,275.0,11.6,1005.2,29.1,31.1,24.711,81.107
2005-08-26 03:00:00,261.0,12.4,1004.5,28.3,31.0,24.711,81.107
2005-08-26 04:00:00,256.0,11.0,1003.7,28.0,30.8,24.711,81.107
2005-08-26 05:00:00,251.0,10.5,1002.6,nan,nan,24.711,81.107
2005-08-26 05:36:00,233.0,7.2,1001.9,nan,nan,24.711,81.107
2005-08-26 06:00:00,223.0,5.5,1001.4,27.3,30.6,24.711,81.107
2005-08-26 06:12:00,224.0,5.4,1001.0,nan,nan,24.711,81.107
2005-08-26 06:30:00,228.0,6.8,1000.8,nan,nan,24.711,81.107
2005-08-26 07:00:00,233.0,8.4,1000.5,26.8,30.3,24.711,81.107
2005-08-26 07:06:00,233.0,7.4,1000.6,nan,nan,24.711,81.107
2005-08-26 07:24:00,217.0,4.1,1000.5,nan,nan,24.711,81.107
2005-08-26 07:42:00,204.0,3.5,1000.5,nan,nan,24.711,81.107
2005-08-26 08:00:00,208.0,4.9,1000.9,nan,nan,24.711,81.107
2005-08-26 08:18:00,202.0,3.4,1000.9,nan,nan,24.711,81.107
2005-08-26 08:36:00,204.0,4.0,1001.3,nan,nan,24.711,81.107
2005-08-26 08:54:00,183.0,6.0,1001.0,nan,nan,24.711,81.107
2005-08-26 09:00:00,183.0,6.0,1001.0,25.5,30.0,24.711,81.107
2005-08-26 09:12:00,184.0,6.8,1001.0,nan,nan,24.711,81.107
2005-08-26 09:30:00,174.0,6.7,1001.1,nan,nan,24.711,81.107
2005-08-26 10:00:00,171.0,8.4,1001.7,25.6,29.8,24.711,81.107
2005-08-26 10:06:00,183.0,5.7,1001.6,nan,nan,24.711,81.107
2005-08-26 10:24:00,168.0,9.5,1001.7,nan,nan,24.711,81.107
2005-08-26 10:42:00,172.0,7.4,1002.1,nan,nan,24.711,81.107
2005-08-26 11:00:00,169.0,7.0,1002.7,nan,nan,24.711,81.107
2005-08-26 11:18:00,178.0,6.1,1003.5,nan,nan,24.711,81.107
2005-08-26 11:36:00,174.0,7.5,1003.6,nan,nan,24.711,81.107
2005-08-26 11:54:00,171.0,8.2,1003.8,nan,nan,24.711,81.107
2005-08-26 12:00:00,171.0,8.2,1003.8,24.0,29.4,24.711,81.107
2005-08-26 12:12:00,170.0,8.7,1003.9,nan,nan,24.711,81.107
2005-08-26 13:00:00,175.0,7.4,1004.3,24.0,29.2,24.711,81.107
2005-08-26 13:06:00,172.0,6.5,1004.2,nan,nan,24.711,81.107
2005-08-26 13:24:00,174.0,8.7,1004.4,nan,nan,24.711,81.107
2005-08-26 13:42:00,188.0,4.0,1004.8,nan,nan,24.711,81.107
2005-08-26 14:00:00,175.0,5.8,1004.9,24.8,28.9,24.711,81.107
2005-08-26 14:06:00,175.0,7.3,1005.0,nan,nan,24.711,81.107
2005-08-26 14:24:00,168.0,6.9,1005.0,nan,nan,24.711,81.107
2005-08-26 14:36:00,168.0,7.5,1005.5,nan,nan,24.711,81.107
2005-08-26 15:00:00,171.0,6.6,1005.0,nan,nan,24.711,81.107
2005-08-26 15:12:00,170.0,9.6,1004.5,nan,nan,24.711,81.107
2005-08-26 15:30:00,172.0,7.3,1004.5,nan,nan,24.711,81.107
2005-08-26 16:00:00,169.0,7.3,1005.6,25.3,28.3,24.711,81.107
2005-08-26 16:06:00,167.0,7.4,1005.8,nan,nan,24.711,81.107
2005-08-26 16:24:00,164.0,5.7,1006.8,nan,nan,24.711,81.107
2005-08-26 17:42:00,163.0,6.5,1006.5,nan,nan,24.711,81.107
2005-08-26 18:00:00,167.0,6.6,1006.4,nan,nan,24.711,81.107
2005-08-26 18:18:00,163.0,7.5,1006.3,nan,nan,24.711,81.107
2005-08-26 19:00:00,164.0,6.9,1005.4,25.4,28.1,24.711,81.107
2005-08-26 19:12:00,161.0,6.7,1005.1,nan,nan,24.711,81.107
2005-08-26 19:30:00,159.0,4.4,1004.7,nan,nan,24.711,81.107
2005-08-26 20:00:00,151.0,5.6,1004.8,26.1,28.0,24.711,81.107
2005-08-26 20:06:00,161.0,5.4,1004.9,nan,nan,24.711,81.107
