ride_id,rideable_type,date_time,ended_at,start_station_ne,start_station_id,end_station_ne,end_station_id,latitude,longitude,end_lat,end_lng,member_casual
DDAC362775EEF3BF,docked_bike,5/27/2020 20:04,5/27/2020 20:04,Kingsbury St & Kinzie St,133,Wentworth Ave & 24th St (Temp),132,41.8892,-87.6385,41.8501,-87.6321,member
944234519C5E7A62,docked_bike,5/28/2020 9:13,5/28/2020 9:37,Wabash Ave & Grand Ave,199,Larrabee St & Division St,359,41.8915,-87.6268,41.9035,-87.6434,member
4652AF1FBEE0CA85,docked_bike,5/28/2020 9:00,5/28/2020 9:10,Federal St & Polk St,41,Wabash Ave & Grand Ave,199,41.8721,-87.6295,41.8915,-87.6268,member
73EBA771BBB627D3,docked_bike,5/20/2020 13:27,5/20/2020 14:10,Wabash Ave & Cermak Rd,42,Wentworth Ave & 24th St (Temp),132,41.8526,-87.6265,41.8501,-87.6321,member
4A62CCF6F44B97A4,docked_bike,5/14/2020 11:57,5/14/2020 12:15,Green St & Madison St,198,Wabash Ave & 16th St,72,41.8819,-87.6488,41.8604,-87.6258,member
3A311F8A64381EB9,docked_bike,5/22/2020 20:43,5/22/2020 20:56,Morgan St & Lake St,71,Den Ave & Grand Ave,214,41.8855,-87.6523,41.8912,-87.6769,member
D6D3BC6C9DB92D71,docked_bike,5/5/2020 6:46,5/5/2020 7:00,Indiana Ave & 26th St,147,Michigan Ave & 8th St,623,41.8457,-87.6225,41.8728,-87.624,member
67969304A4880468,docked_bike,5/7/2020 17:47,5/7/2020 18:05,Wentworth Ave & 24th St (Temp),132,Wabash Ave & Grand Ave,199,41.8501,-87.6321,41.8915,-87.6268,member
EAF7F4A4201E03C5,docked_bike,5/7/2020 12:57,5/7/2020 13:01,Wells St & Polk St,175,State St & Van Buren St,33,41.8726,-87.6335,41.8772,-87.6278,member
970026036D119F74,docked_bike,5/9/2020 11:12,5/9/2020 11:24,Wabash Ave & Grand Ave,199,Dearborn St & Erie St,110,41.8915,-87.6268,41.894,-87.6293,member
22E51AA8D0E18A15,docked_bike,5/27/2020 17:12,5/27/2020 17:12,Clark St & Chicago Ave,337,Green St & Randolph St,112,41.8968,-87.6309,41.8837,-87.6487,member
F0DD3596213B5381,docked_bike,5/15/2020 14:18,5/15/2020 14:45,LaSalle St & Washington St,98,Wabash Ave & 16th St,72,41.8827,-87.6325,41.8604,-87.6258,member
117524893A1AFF42,docked_bike,5/29/2020 13:29,5/29/2020 13:57,Sheffield Ave & Willow St,93,Sheffield Ave & Wellington Ave,115,41.9137,-87.6529,41.9363,-87.6527,member
518B827A4879D29F,docked_bike,5/20/2020 17:27,5/20/2020 17:40,Clinton St & Lake St,66,Wabash Ave & Grand Ave,199,41.8856,-87.6418,41.8915,-87.6268,member
B73E7B5E46B04359,docked_bike,5/20/2020 17:04,5/20/2020 17:14,Wabash Ave & Grand Ave,199,Green St & Randolph St,112,41.8915,-87.6268,41.8837,-87.6487,member
782E34D693B7FCF3,docked_bike,5/20/2020 11:26,5/20/2020 11:48,Clark St & Ida B Wells Dr,50,Wabash Ave & 9th St,321,41.8759,-87.6306,41.8708,-87.6257,member
6DE08030CEC1B0FB,docked_bike,5/18/2020 11:18,5/18/2020 11:43,Rush St & Cedar St,172,Michigan Ave & Pearson St,25,41.9023,-87.6277,41.8977,-87.6235,member
19E6A865B2D94439,docked_bike,5/10/2020 10:44,5/10/2020 11:03,Paulina Ave & North Ave,16,Honore St & Division St,17,41.9103,-87.6701,41.9031,-87.6739,member
6717506A26F54747,docked_bike,5/16/2020 9:27,5/16/2020 9:37,Wabash Ave & 9th St,321,Cityfront Plaza Dr & Pioneer Ct,196,41.8708,-87.6257,41.8906,-87.6221,member
9E08B130E62B5BEA,docked_bike,5/16/2020 16:06,5/16/2020 16:12,Clinton St & Lake St,66,Green St & Randolph St,112,41.8856,-87.6418,41.8837,-87.6487,member
114E06BC1DFEC55D,docked_bike,5/16/2020 13:48,5/16/2020 13:59,Canal St & Harrison St,169,Green St & Randolph St,112,41.8743,-87.6396,41.8837,-87.6487,member
575DC38C158F89BA,docked_bike,5/10/2020 19:33,5/10/2020 19:35,State St & Van Buren St,33,State St & Van Buren St,33,41.8772,-87.6278,41.8772,-87.6278,member
6CD69BE76DF218AD,docked_bike,5/28/2020 13:44,5/28/2020 14:03,Fairbanks Ct & Grand Ave,24,Green St & Randolph St,112,41.8918,-87.6206,41.8837,-87.6487,member
C29C161CFA6C719A,docked_bike,5/21/2020 16:55,5/21/2020 17:25,Indiana Ave & 26th St,147,Green St & Randolph St,112,41.8457,-87.6225,41.8837,-87.6487,member
8F34C1800842C3DF,docked_bike,5/20/2020 12:42,5/20/2020 13:05,Franklin St & Jackson Blvd,36,Desplaines St & Kinzie St,56,41.8777,-87.6353,41.8887,-87.6444,member
9784A6FDF7E20A10,docked_bike,5/22/2020 9:04,5/22/2020 9:06,Fairbanks Ct & Grand Ave,24,Wabash Ave & Grand Ave,199,41.8918,-87.6206,41.8915,-87.6268,member
682F5911D32C2849,docked_bike,5/23/2020 8:58,5/23/2020 9:20,Mies van der Rohe Way & Chicago Ave,173,Green St & Madison St,198,41.8969,-87.6217,41.8819,-87.6488,member
F8F94AA4D104E56A,docked_bike,5/29/2020 12:59,5/29/2020 13:14,Franklin St & Chicago Ave,31,Larrabee St & Menomonee St,28,41.8967,-87.6357,41.9147,-87.6433,member
D1680FE797DA58D7,docked_bike,5/29/2020 16:43,5/29/2020 16:57,Green St & Madison St,198,Dearborn St & Erie St,110,41.8819,-87.6488,41.894,-87.6293,member
A32124F75FEB0CB7,docked_bike,5/25/2020 11:37,5/25/2020 11:37,Clinton St & Lake St,66,LaSalle St & Washington St,98,41.8856,-87.6418,41.8827,-87.6325,member
6DB6AEB852AEC790,docked_bike,5/21/2020 9:52,5/21/2020 10:27,LaSalle St & Washington St,98,LaSalle St & Illinois St,181,41.8827,-87.6325,41.8908,-87.6317,member
10510DB48299EB32,docked_bike,5/7/2020 9:02,5/7/2020 9:16,Canal St & Harrison St,169,McClurg Ct & Illinois St,26,41.8743,-87.6396,41.8904,-87.6175,member
3DDB0525E6FE6D27,docked_bike,5/12/2020 18:39,5/12/2020 19:00,Indiana Ave & 26th St,147,State St & Kinzie St,47,41.8457,-87.6225,41.8892,-87.6278,member
7CA13D382D673F14,docked_bike,5/12/2020 7:31,5/12/2020 7:48,Wabash Ave & Grand Ave,199,Dearborn St & Erie St,110,41.8915,-87.6268,41.894,-87.6293,member
8293BC59062E98B9,docked_bike,5/15/2020 9:41,5/15/2020 9:52,Halsted St & Clybourn Ave,331,Wells St & Elm St,182,41.9097,-87.6481,41.9032,-87.6343,member
FD433CFE46D9BCB6,docked_bike,5/29/2020 17:55,5/29/2020 18:19,Larrabee St & Menomonee St,28,State St & Pearson St,106,41.9147,-87.6433,41.8974,-87.6287,member
C083853358E7EF67,docked_bike,5/16/2020 17:14,5/16/2020 17:25,State St & Pearson St,106,Green St & Randolph St,112,41.8974,-87.6287,41.8837,-87.6487,member
CFF6226AF52FD659,docked_bike,5/6/2020 17:52,5/6/2020 18:15,Green St & Randolph St,112,Michigan Ave & Washington St,43,41.8837,-87.6487,41.884,-87.6247,member
2210C2C5182678DA,docked_bike,5/7/2020 13:33,5/7/2020 13:37,State St & Randolph St,44,Wabash Ave & Grand Ave,199,41.8847,-87.6277,41.8915,-87.6268,member
8EC066A3AF33D6A4,docked_bike,5/7/2020 8:27,5/7/2020 8:48,Franklin St & Chicago Ave,31,Wells St & Huron St,53,41.8967,-87.6357,41.8947,-87.6344,member
36FDCF8940A5E029,docked_bike,5/9/2020 6:39,5/9/2020 7:01,Wentworth Ave & 24th St (Temp),132,Wabash Ave & Grand Ave,199,41.8501,-87.6321,41.8915,-87.6268,member
27048AFA612BAC0E,docked_bike,5/27/2020 17:34,5/27/2020 18:05,Green St & Randolph St,112,Clinton St & Madison St,77,41.8837,-87.6487,41.8822,-87.6411,member
0C0D59E3E33E65C7,docked_bike,5/22/2020 19:30,5/22/2020 20:06,Green St & Randolph St,112,Loomis St & Lexington St,320,41.8837,-87.6487,41.8722,-87.6615,member
BDFD22D91D034ABC,docked_bike,5/15/2020 18:08,5/15/2020 18:28,State St & 19th St,178,Michigan Ave & Madison St,197,41.8566,-87.6275,41.8821,-87.6251,member
6B0D5BC09039BE48,docked_bike,5/29/2020 11:54,5/29/2020 11:54,Wells St & Elm St,182,Wells St & Evergreen Ave,291,41.9032,-87.6343,41.9067,-87.6348,member
0E6979BC4C92D5A8,docked_bike,5/28/2020 7:34,5/28/2020 7:48,McClurg Ct & Illinois St,26,Clark St & Chicago Ave,337,41.8904,-87.6175,41.8968,-87.6309,member
9D32A1808C3E2A7F,docked_bike,5/29/2020 11:47,5/29/2020 11:54,Rush St & Superior St,161,Wells St & Elm St,182,41.8958,-87.6259,41.9032,-87.6343,member
26B7E1F0F6580A5A,docked_bike,5/24/2020 15:41,5/24/2020 16:08,Dearborn St & Erie St,110,Clark St & Chicago Ave,337,41.894,-87.6293,41.8968,-87.6309,member
22D0D62D9A4DD363,docked_bike,5/12/2020 11:08,5/12/2020 11:21,Wells St & Polk St,175,Milwaukee Ave & Grand Ave,84,41.8726,-87.6335,41.8916,-87.6484,casual
0062CF8BAD474762,docked_bike,5/26/2020 19:34,5/26/2020 20:01,63rd St Beach,101,South Shore Dr & 71st St,12,41.781,-87.5761,41.7664,-87.5657,casual
5279627433337FCF,docked_bike,5/10/2020 12:38,5/10/2020 1:03,Michigan Ave & 8th St,623,Michigan Ave & 8th St,623,41.8728,-87.624,41.8728,-87.624,casual
2AA1667A49EB2A2E,docked_bike,5/12/2020 15:53,5/12/2020 16:17,Halsted St & Clybourn Ave,331,Clark St & Randolph St,51,41.9097,-87.6481,41.8846,-87.6319,casual
671379724BE84470,docked_bike,5/6/2020 20:23,5/6/2020 21:00,Central Park Ave & North Ave,508,Rockwell St & Eastwood Ave,478,41.9097,-87.7166,41.9659,-87.6936,casual
690AF4F374104D11,docked_bike,5/30/2020 18:50,5/30/2020 19:16,St. Clair St & Erie St,211,Indiana Ave & Roosevelt Rd,255,41.8944,-87.6227,41.8679,-87.623,casual
6448C4548B95D179,docked_bike,5/24/2020 16:56,5/24/2020 17:35,Broadway & Waveland Ave,304,Mies van der Rohe Way & Chestnut St,145,41.9491,-87.6486,41.8986,-87.6219,casual
A8183B0F4C80ACE5,docked_bike,5/24/2020 14:22,5/24/2020 15:00,Indiana Ave & 31st St,272,Indiana Ave & 31st St,272,41.8388,-87.6219,41.8388,-87.6219,casual
B6A2B8A902A9A28E,docked_bike,5/28/2020 17:18,5/28/2020 17:32,Clinton St & Madison St,77,Clinton St & Madison St,77,41.8822,-87.6411,41.8822,-87.6411,casual
9B5CC29C5AA7BA64,docked_bike,5/2/2020 14:28,5/2/2020 14:31,Broadway & Belmont Ave,296,Halsted St & Roscoe St,299,41.9401,-87.6455,41.9437,-87.649,member
ABA07F6A5004CBB6,docked_bike,5/24/2020 16:40,5/24/2020 17:02,Franklin St & Illinois St,672,Eckhart Park,86,41.891,-87.6355,41.8964,-87.661,casual
0BA89C9DF49D90DF,docked_bike,5/25/2020 12:18,5/25/2020 12:32,MLK Jr Dr & 29th St,237,MLK Jr Dr & 29th St,237,41.8421,-87.617,41.8421,-87.617,casual
FA74ABA5E2296A2D,docked_bike,5/26/2020 7:41,5/26/2020 7:49,Troy St & Elston Ave,490,California Ave & Byron St,487,41.9452,-87.7066,41.9522,-87.6981,casual
D7FF3868C578B5E0,docked_bike,5/15/2020 16:03,5/15/2020 16:14,Clark St & Wellington Ave,156,Southport Ave & Clark St,292,41.9365,-87.6475,41.9571,-87.6642,casual
796E397DD6137BF2,docked_bike,5/23/2020 13:21,5/23/2020 13:22,California Ave & Division St,216,California Ave & Division St,216,41.903,-87.6975,41.903,-87.6975,casual
F5D8DC82017EFA05,docked_bike,5/20/2020 13:58,5/20/2020 14:16,LaSalle St & Washington St,98,Ashland Ave & Division St,210,41.8827,-87.6325,41.9035,-87.6677,member
4BD1B6BA55D7DB34,docked_bike,5/22/2020 15:46,5/22/2020 15:56,Wood St & Milwaukee Ave,61,Milwaukee Ave & Rockwell St,222,41.9077,-87.6726,41.9202,-87.693,member
1572827DE9531CE8,docked_bike,5/15/2020 16:03,5/15/2020 18:27,Sheridan Rd & Columbia Ave,660,Sheridan Rd & Columbia Ave,660,42.0046,-87.6614,42.0046,-87.6614,casual
A776B2C6115868FD,docked_bike,5/3/2020 12:22,5/3/2020 12:29,Halsted St & Dickens Ave,225,Broadway & Belmont Ave,296,41.9199,-87.6488,41.9401,-87.6455,member
13196AC052365192,docked_bike,5/24/2020 18:15,5/24/2020 18:29,Lake Shore Dr & Belmont Ave,334,Bissell St & Armitage Ave,113,41.9408,-87.6392,41.9184,-87.6522,member
7A3F1E2B8B8203B9,docked_bike,5/20/2020 16:55,5/20/2020 16:58,Rush St & Superior St,161,Wabash Ave & Grand Ave,199,41.8958,-87.6259,41.8915,-87.6268,member
00C499A8D8EBE919,docked_bike,5/21/2020 19:44,5/21/2020 20:17,Clinton St & Lake St,66,Canal St & Harrison St,169,41.8856,-87.6418,41.8743,-87.6396,member
AA48511503B6E59A,docked_bike,5/15/2020 10:46,5/15/2020 11:05,Mies van der Rohe Way & Chestnut St,145,Wabash Ave & Grand Ave,199,41.8986,-87.6219,41.8915,-87.6268,member
5A578C64E5186EA4,docked_bike,5/29/2020 10:07,5/29/2020 10:32,Wabash Ave & 16th St,72,Green St & Madison St,198,41.8604,-87.6258,41.8819,-87.6488,member
395A00B5FD46FF63,docked_bike,5/25/2020 13:52,5/25/2020 14:20,Wells St & Concord Ln,289,Sheffield Ave & Fullerton Ave,67,41.9121,-87.6347,41.9256,-87.6537,member
B6E3665D0E04F2E2,docked_bike,5/16/2020 14:32,5/16/2020 15:58,Wilton Ave & Belmont Ave,117,Wilton Ave & Belmont Ave,117,41.9402,-87.653,41.9402,-87.653,casual
59CEE6EE4296A10B,docked_bike,5/6/2020 18:27,5/6/2020 19:10,Lake Shore Dr & Wellington Ave,157,Dearborn St & Ads St,37,41.9367,-87.6368,41.8794,-87.6298,member
AFDB2675C7933D7D,docked_bike,5/9/2020 16:54,5/9/2020 17:35,Wentworth Ave & 24th St (Temp),132,Halsted St & Clybourn Ave,331,41.8501,-87.6321,41.9097,-87.6481,member
CDB7120DA8B1801C,docked_bike,5/1/2020 17:45,5/1/2020 18:33,Wood St & Milwaukee Ave,61,Wood St & Milwaukee Ave,61,41.9077,-87.6726,41.9077,-87.6726,casual
26BA1F3319A7A29C,docked_bike,5/24/2020 20:42,5/24/2020 20:47,Halsted St & Dickens Ave,225,Bissell St & Armitage Ave,113,41.9199,-87.6488,41.9184,-87.6522,casual
D62C891E63B431A3,docked_bike,5/6/2020 18:17,5/6/2020 18:23,Western Ave & Leland Ave,239,Ravenswood Ave & Lawrence Ave,344,41.9665,-87.6884,41.9691,-87.6742,casual
FAD9C18E612F4E95,docked_bike,5/6/2020 10:56,5/6/2020 11:27,St. Clair St & Erie St,211,Michigan Ave & Lake St,52,41.8944,-87.6227,41.886,-87.6241,member
4A6CA7B0C7545777,docked_bike,5/7/2020 19:02,5/7/2020 19:14,Wells St & Huron St,53,Wabash Ave & Grand Ave,199,41.8947,-87.6344,41.8915,-87.6268,member
6714BEB593B680EB,docked_bike,5/6/2020 19:35,5/6/2020 20:03,Ada St & Washington Blvd,346,Canal St & Harrison St,169,41.8828,-87.6612,41.8743,-87.6396,member
3CA21E7BC40D4733,docked_bike,5/7/2020 11:00,5/7/2020 11:08,Wabash Ave & Cermak Rd,42,Wabash Ave & 9th St,321,41.8526,-87.6265,41.8708,-87.6257,member
7B8E35178FF5C054,docked_bike,5/20/2020 14:56,5/20/2020 15:14,Wentworth Ave & 24th St (Temp),132,State St & Randolph St,44,41.8501,-87.6321,41.8847,-87.6277,member
0342BC10DA30D433,docked_bike,5/10/2020 13:08,5/10/2020 13:26,Bissell St & Armitage Ave,113,Larrabee St & Division St,359,41.9184,-87.6522,41.9035,-87.6434,member
3EC956AA4568F54C,docked_bike,5/22/2020 9:54,5/22/2020 10:00,Fairbanks Ct & Grand Ave,24,Wabash Ave & Grand Ave,199,41.8918,-87.6206,41.8915,-87.6268,member
E97BB6DFE69845C4,docked_bike,5/15/2020 13:28,5/15/2020 13:38,Michigan Ave & Lake St,52,Fairbanks Ct & Grand Ave,24,41.886,-87.6241,41.8918,-87.6206,member
BEF2FCC3D3BC3DDB,docked_bike,5/24/2020 11:48,5/24/2020 12:11,Cityfront Plaza Dr & Pioneer Ct,196,Michigan Ave & Washington St,43,41.8906,-87.6221,41.884,-87.6247,member
69F3024D74683D05,docked_bike,5/18/2020 9:47,5/18/2020 9:50,Fairbanks Ct & Grand Ave,24,Wabash Ave & Grand Ave,199,41.8918,-87.6206,41.8915,-87.6268,member
F8CE69DD2E42993E,docked_bike,5/7/2020 13:54,5/7/2020 13:58,State St & Kinzie St,47,LaSalle St & Illinois St,181,41.8892,-87.6278,41.8908,-87.6317,member
D4C62B8EC5CAA30E,docked_bike,5/7/2020 7:24,5/7/2020 7:51,Wabash Ave & Grand Ave,199,State St & Randolph St,44,41.8915,-87.6268,41.8847,-87.6277,member
8D90A8AF83AC31A0,docked_bike,5/22/2020 17:08,5/22/2020 17:16,Green St & Randolph St,112,Green St & Randolph St,112,41.8837,-87.6487,41.8837,-87.6487,member
243FF1A80AFAB7A1,docked_bike,5/23/2020 18:45,5/23/2020 19:08,Wentworth Ave & 24th St (Temp),132,Green St & Randolph St,112,41.8501,-87.6321,41.8837,-87.6487,member
76D5356D8727ACE1,docked_bike,5/15/2020 13:01,5/15/2020 13:13,Canal St & Harrison St,169,Michigan Ave & Lake St,52,41.8743,-87.6396,41.886,-87.6241,member
DDBCE51D3499D6A7,docked_bike,5/25/2020 19:33,5/25/2020 20:02,Clark St & Elm St,176,Wells St & Walton St,46,41.903,-87.6313,41.8999,-87.6344,member
54DBBBCCB80B38E3,docked_bike,5/21/2020 18:37,5/21/2020 19:08,LaSalle Dr & Huron St,627,Clark St & Chicago Ave,337,41.8949,-87.6323,41.8968,-87.6309,member
E388956C2E4764FD,docked_bike,5/12/2020 12:15,5/12/2020 12:40,Wells St & Huron St,53,Dearborn St & Erie St,110,41.8947,-87.6344,41.894,-87.6293,member
2AC7D8F14F18FB98,docked_bike,5/16/2020 9:37,5/16/2020 9:55,Cityfront Plaza Dr & Pioneer Ct,196,Cityfront Plaza Dr & Pioneer Ct,196,41.8906,-87.6221,41.8906,-87.6221,member
E19D4A0E21F6829D,docked_bike,5/25/2020 11:10,5/25/2020 11:13,Green St & Madison St,198,Morgan St & Lake St,71,41.8819,-87.6488,41.8855,-87.6523,member
38813AF9FF5D9A3F,docked_bike,5/5/2020 7:01,5/5/2020 7:16,Michigan Ave & 8th St,623,State St & 19th St,178,41.8728,-87.624,41.8566,-87.6275,member
A274BBE9B16EC349,docked_bike,5/21/2020 17:29,5/21/2020 17:57,Green St & Randolph St,112,Fairbanks Ct & Grand Ave,24,41.8837,-87.6487,41.8918,-87.6206,member
F2B13D259BD9FAA1,docked_bike,5/8/2020 8:48,5/8/2020 9:08,Franklin St & Chicago Ave,31,Green St & Madison St,198,41.8967,-87.6357,41.8819,-87.6488,member
552B55A7FB7A6776,docked_bike,5/15/2020 11:16,5/15/2020 11:28,Wabash Ave & Grand Ave,199,Milwaukee Ave & Grand Ave,84,41.8915,-87.6268,41.8916,-87.6484,member
40500296B1FC868B,docked_bike,5/29/2020 10:58,5/29/2020 11:15,Wabash Ave & Grand Ave,199,McClurg Ct & Illinois St,26,41.8915,-87.6268,41.8904,-87.6175,member
8430C94E150F067F,docked_bike,5/22/2020 15:21,5/22/2020 15:48,Wabash Ave & Grand Ave,199,Franklin St & Chicago Ave,31,41.8915,-87.6268,41.8967,-87.6357,member
1F95C341B27643A0,docked_bike,5/22/2020 15:07,5/22/2020 15:11,LaSalle St & Illinois St,181,Wabash Ave & Grand Ave,199,41.8908,-87.6317,41.8915,-87.6268,member
97F5D285190D6C2C,docked_bike,5/26/2020 16:17,5/26/2020 16:35,Wentworth Ave & 24th St (Temp),132,Canal St & Harrison St,169,41.8501,-87.6321,41.8743,-87.6396,member
DD903077606EB7E1,docked_bike,5/30/2020 16:55,5/30/2020 16:54,Wentworth Ave & 24th St (Temp),132,Green St & Randolph St,112,41.8501,-87.6321,41.8837,-87.6487,member
E9CD678018F4458C,docked_bike,5/16/2020 17:37,5/16/2020 18:01,Green St & Randolph St,112,Kingsbury St & Kinzie St,133,41.8837,-87.6487,41.8892,-87.6385,member
8B7D0FAA3A3B3B1F,docked_bike,5/25/2020 18:03,5/25/2020 18:27,Dearborn St & Erie St,110,Wells St & Huron St,53,41.894,-87.6293,41.8947,-87.6344,member
FD84F707B87AEB82,docked_bike,5/18/2020 6:34,5/18/2020 7:00,Wentworth Ave & 24th St (Temp),132,Wells St & Walton St,46,41.8501,-87.6321,41.8999,-87.6344,member
D95B58345BCDBD30,docked_bike,5/9/2020 12:07,5/9/2020 12:48,Wabash Ave & 9th St,321,Wentworth Ave & 24th St (Temp),132,41.8708,-87.6257,41.8501,-87.6321,member
C3B87274358055CD,docked_bike,5/9/2020 10:30,5/9/2020 10:40,Canal St & Harrison St,169,State St & Randolph St,44,41.8743,-87.6396,41.8847,-87.6277,member
7D19F8D54FE0F8D2,docked_bike,5/22/2020 9:09,5/22/2020 9:38,Wabash Ave & Grand Ave,199,Fairbanks Ct & Grand Ave,24,41.8915,-87.6268,41.8918,-87.6206,member
A57751D00B1F8AA8,docked_bike,5/22/2020 16:21,5/22/2020 16:38,Wabash Ave & Grand Ave,199,Green St & Randolph St,112,41.8915,-87.6268,41.8837,-87.6487,member
1D39627AF38F022B,docked_bike,5/12/2020 8:06,5/12/2020 8:12,Dearborn St & Erie St,110,McClurg Ct & Illinois St,26,41.894,-87.6293,41.8904,-87.6175,member
EEB0B4B03F73FE30,docked_bike,5/23/2020 15:39,5/23/2020 16:23,Wentworth Ave & Cermak Rd (Temp),120,Indiana Ave & 26th St,147,41.853,-87.6306,41.8457,-87.6225,member
8B044E4408E377D4,docked_bike,5/28/2020 19:28,5/28/2020 19:47,Green St & Randolph St,112,Morgan Ave & 14th Pl,137,41.8837,-87.6487,41.8624,-87.6511,member
47478F555371C74B,docked_bike,5/16/2020 7:54,5/16/2020 8:11,Clinton St & Roosevelt Rd,57,Halsted St & 21st St,135,41.8671,-87.6411,41.8538,-87.6466,member
2154CFB030A9F9B8,docked_bike,5/24/2020 10:53,5/24/2020 11:02,Franklin St & Jackson Blvd,36,Green St & Madison St,198,41.8777,-87.6353,41.8819,-87.6488,member
9F7D1C6A22A80790,docked_bike,5/28/2020 16:08,5/28/2020 16:08,Canal St & Harrison St,169,Delano Ct & Roosevelt Rd,626,41.8743,-87.6396,41.8675,-87.6322,member
163A6D4E693B57A4,docked_bike,5/7/2020 12:22,5/7/2020 12:42,Wabash Ave & Grand Ave,199,Wells St & Hubbard St,212,41.8915,-87.6268,41.8899,-87.6343,member
037421F111084584,docked_bike,5/9/2020 17:02,5/9/2020 17:06,Green St & Randolph St,112,Green St & Randolph St,112,41.8837,-87.6487,41.8837,-87.6487,member
E6593289716CEB9D,docked_bike,5/22/2020 14:42,5/22/2020 15:06,Wabash Ave & Grand Ave,199,LaSalle St & Illinois St,181,41.8915,-87.6268,41.8908,-87.6317,member
EEEF1244952E0694,docked_bike,5/30/2020 11:32,5/30/2020 11:45,Green St & Madison St,198,Wabash Ave & Grand Ave,199,41.8819,-87.6488,41.8915,-87.6268,member
08A15439C73E083E,docked_bike,5/25/2020 7:11,5/25/2020 7:30,Wentworth Ave & 24th St (Temp),132,Wabash Ave & Grand Ave,199,41.8501,-87.6321,41.8915,-87.6268,member
63F0C141445CD4E9,docked_bike,5/25/2020 13:20,5/25/2020 13:29,Michigan Ave & Oak St,85,Wells St & Concord Ln,289,41.901,-87.6238,41.9121,-87.6347,member
9FF7C887898D942F,docked_bike,5/19/2020 10:52,5/19/2020 11:05,Wabash Ave & Grand Ave,199,St. Clair St & Erie St,211,41.8915,-87.6268,41.8944,-87.6227,member
E0802435A77B75F5,docked_bike,5/7/2020 8:49,5/7/2020 9:01,Wells St & Huron St,53,Canal St & Harrison St,169,41.8947,-87.6344,41.8743,-87.6396,member
DECA32DB0EC27C23,docked_bike,5/23/2020 12:06,5/23/2020 12:33,Aberdeen St & Randolph St,621,Morgan St & Lake St,71,41.8841,-87.6543,41.8855,-87.6523,member
F4195E4A681A20C5,docked_bike,5/28/2020 20:25,5/28/2020 20:46,Wabash Ave & Grand Ave,199,Rush St & Superior St,161,41.8915,-87.6268,41.8958,-87.6259,member
61518CB2C63BCD5C,docked_bike,5/25/2020 17:06,5/25/2020 17:33,Green St & Randolph St,112,Green St & Randolph St,112,41.8837,-87.6487,41.8837,-87.6487,member
DC614C6AD0A8A3EF,docked_bike,5/25/2020 17:34,5/25/2020 18:03,Green St & Randolph St,112,Dearborn St & Erie St,110,41.8837,-87.6487,41.894,-87.6293,member
2E5A74EA09FBF1C6,docked_bike,5/8/2020 11:16,5/8/2020 11:46,Indiana Ave & 26th St,147,Michigan Ave & 14th St,168,41.8457,-87.6225,41.8641,-87.6237,member
3035E47F04B4C86B,docked_bike,5/9/2020 17:55,5/9/2020 18:20,Wabash Ave & Grand Ave,199,Fairbanks Ct & Grand Ave,24,41.8915,-87.6268,41.8918,-87.6206,member
1327A94427CA1704,docked_bike,5/27/2020 18:07,5/27/2020 18:17,Clinton St & Madison St,77,Wabash Ave & Grand Ave,199,41.8822,-87.6411,41.8915,-87.6268,member
2A26F56FB33F0FE1,docked_bike,5/30/2020 18:54,5/30/2020 19:14,Wells St & Polk St,175,Wabash Ave & Grand Ave,199,41.8726,-87.6335,41.8915,-87.6268,member
3F66FD2E0A8FE671,docked_bike,5/15/2020 20:06,5/15/2020 20:21,Green St & Randolph St,112,Orleans St & Merchandise Mart Plaza,100,41.8837,-87.6487,41.8882,-87.6364,member
FB6476AE7FA1BE53,docked_bike,5/23/2020 20:51,5/23/2020 21:15,Wabash Ave & 9th St,321,Wabash Ave & 9th St,321,41.8708,-87.6257,41.8708,-87.6257,member
158CE5E7E5F30F16,docked_bike,5/24/2020 17:08,5/24/2020 17:39,Green St & Randolph St,112,Wabash Ave & Roosevelt Rd,59,41.8837,-87.6487,41.8672,-87.626,member
D27D9BE53D281402,docked_bike,5/6/2020 18:23,5/6/2020 18:31,Michigan Ave & Washington St,43,Green St & Randolph St,112,41.884,-87.6247,41.8837,-87.6487,member
4C64AE81C96F0683,docked_bike,5/18/2020 18:07,5/18/2020 18:21,Wabash Ave & Grand Ave,199,Wabash Ave & Grand Ave,199,41.8915,-87.6268,41.8915,-87.6268,member
43826C83DBC76D99,docked_bike,5/18/2020 8:55,5/18/2020 9:13,Franklin St & Chicago Ave,31,Clark St & Chicago Ave,337,41.8967,-87.6357,41.8968,-87.6309,member
0766221E5ACC657F,docked_bike,5/30/2020 18:04,5/30/2020 18:54,Orleans St & Elm St,23,Wells St & Polk St,175,41.9029,-87.6377,41.8726,-87.6335,member
6B63880542CD4BE1,docked_bike,5/25/2020 12:59,5/25/2020 13:19,Dearborn St & Erie St,110,Michigan Ave & Oak St,85,41.894,-87.6293,41.901,-87.6238,member
FE4A6F26E57091F5,docked_bike,5/25/2020 7:33,5/25/2020 7:50,Wabash Ave & Grand Ave,199,Fairbanks Ct & Grand Ave,24,41.8915,-87.6268,41.8918,-87.6206,member
275A28B0D250DCD2,docked_bike,5/25/2020 18:38,5/25/2020 19:15,Wabash Ave & Grand Ave,199,Rush St & Cedar St,172,41.8915,-87.6268,41.9023,-87.6277,member
